Date,Hour,load,T
2014/2/14,14,3819,29.67
2014/2/14,15,3812,29.33
2014/2/14,16,3792,30.00
2014/2/14,17,3838,29.67
2014/2/14,18,4057,29.33
2014/2/14,19,4103,29.00
2014/2/14,20,3970,28.67
2014/2/14,21,3839,28.00
2014/2/14,22,3633,29.00
2014/2/14,23,3348,28.33
2014/2/14,24,3121,25.67
2014/2/15,1,2940,24.67
2014/2/15,2,2829,22.00
2014/2/15,3,2783,21.33
2014/2/15,4,2764,20.00
2014/2/15,5,2785,18.33
2014/2/15,6,2915,20.00
2014/2/15,7,3123,20.00
2014/2/15,8,3352,17.67
2014/2/15,9,3572,19.67
2014/2/15,10,3681,22.67
2014/2/15,11,3680,26.67
2014/2/15,12,3640,30.00
2014/2/15,13,3595,29.67
2014/2/15,14,3550,30.67
2014/2/15,15,3535,31.00
2014/2/15,16,3556,30.67
2014/2/15,17,3677,30.67
2014/2/15,18,3954,29.67
2014/2/15,19,3968,28.67
2014/2/15,20,3848,27.67
2014/2/15,21,3708,27.00
2014/2/15,22,3466,26.00
2014/2/15,23,3224,25.33
2014/2/15,24,3004,25.33
2014/2/16,1,2842,25.00
2014/2/16,2,2793,24.00
2014/2/16,3,2766,23.33
2014/2/16,4,2764,22.00
2014/2/16,5,2791,21.33
2014/2/16,6,2869,19.33
2014/2/16,7,3051,18.33
2014/2/16,8,3264,16.67
2014/2/16,9,3490,16.67
2014/2/16,10,3603,17.67
2014/2/16,11,3627,19.33
2014/2/16,12,3612,21.33
2014/2/16,13,3572,23.33
2014/2/16,14,3511,24.33
2014/2/16,15,3466,25.00
2014/2/16,16,3508,25.00
2014/2/16,17,3673,25.00
2014/2/16,18,4033,23.33
2014/2/16,19,4145,21.33
2014/2/16,20,4012,19.00
2014/2/16,21,3858,16.33
2014/2/16,22,3602,18.00
2014/2/16,23,3351,17.00
2014/2/16,24,3133,15.67
2014/2/17,1,2997,14.33
2014/2/17,2,2939,11.33
2014/2/17,3,2926,11.00
2014/2/17,4,2945,8.67
2014/2/17,5,3038,9.00
2014/2/17,6,3283,6.67
2014/2/17,7,3661,5.67
2014/2/17,8,3899,4.33
2014/2/17,9,3993,5.67
2014/2/17,10,4017,10.33
2014/2/17,11,4012,13.67
2014/2/17,12,3956,16.00
2014/2/17,13,3892,17.67
2014/2/17,14,3832,19.33
2014/2/17,15,3786,20.33
2014/2/17,16,3799,21.67
2014/2/17,17,3925,21.67
2014/2/17,18,4251,20.67
2014/2/17,19,4330,18.00
2014/2/17,20,4232,15.67
2014/2/17,21,4094,11.00
2014/2/17,22,3808,10.67
2014/2/17,23,3496,8.33
2014/2/17,24,3263,4.67
2014/2/18,1,3132,1.67
2014/2/18,2,3070,0.00
2014/2/18,3,3061,1.00
2014/2/18,4,3081,1.33
2014/2/18,5,3174,2.67
2014/2/18,6,3457,4.00
2014/2/18,7,3892,6.67
2014/2/18,8,4076,8.33
2014/2/18,9,4122,9.67
2014/2/18,10,4136,12.00
2014/2/18,11,4141,16.33
2014/2/18,12,4126,18.67
2014/2/18,13,4089,19.67
2014/2/18,14,4078,21.00
2014/2/18,15,4058,21.67
2014/2/18,16,4027,21.67
2014/2/18,17,4086,22.33
2014/2/18,18,4329,22.33
2014/2/18,19,4371,22.33
2014/2/18,20,4225,22.33
2014/2/18,21,4044,22.33
2014/2/18,22,3730,23.33
2014/2/18,23,3401,24.00
2014/2/18,24,3148,23.33
2014/2/19,1,2991,20.67
2014/2/19,2,2908,17.67
2014/2/19,3,2866,16.00
2014/2/19,4,2871,13.67
2014/2/19,5,2985,13.67
2014/2/19,6,3260,15.33
2014/2/19,7,3660,17.00
2014/2/19,8,3823,18.00
2014/2/19,9,3857,21.67
2014/2/19,10,3868,24.00
2014/2/19,11,3880,26.33
2014/2/19,12,3867,29.33
2014/2/19,13,3862,32.00
2014/2/19,14,3880,32.67
2014/2/19,15,3870,32.67
2014/2/19,16,3856,31.67
2014/2/19,17,3906,32.33
2014/2/19,18,4129,31.67
2014/2/19,19,4207,31.67
2014/2/19,20,4078,32.00
2014/2/19,21,3915,32.33
2014/2/19,22,3618,32.00
2014/2/19,23,3265,32.00
2014/2/19,24,3018,32.00
2014/2/20,1,2859,30.67
2014/2/20,2,2768,27.33
2014/2/20,3,2732,27.33
2014/2/20,4,2744,24.00
2014/2/20,5,2850,28.00
2014/2/20,6,3124,28.67
2014/2/20,7,3532,28.67
2014/2/20,8,3712,26.67
2014/2/20,9,3717,26.33
2014/2/20,10,3697,32.00
2014/2/20,11,3664,36.33
2014/2/20,12,3599,39.67
2014/2/20,13,3538,41.33
2014/2/20,14,3517,43.00
2014/2/20,15,3500,44.33
2014/2/20,16,3529,44.00
2014/2/20,17,3651,42.67
2014/2/20,18,3905,42.67
2014/2/20,19,4005,40.67
2014/2/20,20,3908,39.33
2014/2/20,21,3766,38.33
2014/2/20,22,3507,38.00
2014/2/20,23,3171,36.00
2014/2/20,24,2922,35.67
2014/2/21,1,2750,34.67
2014/2/21,2,2667,34.67
2014/2/21,3,2643,33.67
2014/2/21,4,2640,34.33
2014/2/21,5,2730,34.00
2014/2/21,6,2987,34.00
2014/2/21,7,3386,33.67
2014/2/21,8,3614,33.67
2014/2/21,9,3724,34.00
2014/2/21,10,3802,35.67
2014/2/21,11,3846,36.00
2014/2/21,12,3855,36.67
2014/2/21,13,3797,36.67
2014/2/21,14,3770,37.33
2014/2/21,15,3712,37.33
2014/2/21,16,3694,37.00
2014/2/21,17,3770,37.33
2014/2/21,18,3930,37.33
2014/2/21,19,3917,36.00
2014/2/21,20,3789,35.00
2014/2/21,21,3646,34.67
2014/2/21,22,3407,34.00
2014/2/21,23,3152,33.67
2014/2/21,24,2898,32.67
2014/2/22,1,2722,31.33
2014/2/22,2,2622,31.67
2014/2/22,3,2582,30.00
2014/2/22,4,2563,30.00
2014/2/22,5,2616,29.67
2014/2/22,6,2729,30.33
2014/2/22,7,2930,30.67
2014/2/22,8,3150,30.33
2014/2/22,9,3324,32.33
2014/2/22,10,3392,35.33
2014/2/22,11,3387,39.67
2014/2/22,12,3346,42.00
2014/2/22,13,3264,43.33
2014/2/22,14,3205,44.67
2014/2/22,15,3167,45.33
2014/2/22,16,3181,46.67
2014/2/22,17,3273,45.00
2014/2/22,18,3534,45.00
2014/2/22,19,3678,44.33
2014/2/22,20,3572,43.67
2014/2/22,21,3454,42.33
2014/2/22,22,3231,39.33
2014/2/22,23,2985,34.67
2014/2/22,24,2779,33.67
2014/2/23,1,2625,34.00
2014/2/23,2,2550,31.67
2014/2/23,3,2519,30.00
2014/2/23,4,2520,29.67
2014/2/23,5,2551,28.67
2014/2/23,6,2628,30.00
2014/2/23,7,2774,29.67
2014/2/23,8,2972,29.33
2014/2/23,9,3223,31.33
2014/2/23,10,3345,37.67
2014/2/23,11,3365,41.67
2014/2/23,12,3362,42.33
2014/2/23,13,3329,44.00
2014/2/23,14,3252,45.00
2014/2/23,15,3210,45.00
2014/2/23,16,3217,44.33
2014/2/23,17,3355,44.33
2014/2/23,18,3635,42.67
2014/2/23,19,3769,41.67
2014/2/23,20,3638,40.33
2014/2/23,21,3478,37.00
2014/2/23,22,3216,36.00
2014/2/23,23,2956,35.67
2014/2/23,24,2763,34.33
2014/2/24,1,2647,33.00
2014/2/24,2,2584,31.33
2014/2/24,3,2567,30.33
2014/2/24,4,2588,32.00
2014/2/24,5,2699,31.00
2014/2/24,6,2994,30.67
2014/2/24,7,3407,28.67
2014/2/24,8,3580,27.00
2014/2/24,9,3628,27.67
2014/2/24,10,3662,28.67
2014/2/24,11,3686,28.00
2014/2/24,12,3669,28.67
2014/2/24,13,3626,28.00
2014/2/24,14,3618,28.67
2014/2/24,15,3613,27.67
2014/2/24,16,3600,27.67
2014/2/24,17,3693,26.67
2014/2/24,18,3986,25.33
2014/2/24,19,4134,24.00
2014/2/24,20,4024,23.33
2014/2/24,21,3861,22.00
2014/2/24,22,3596,21.00
2014/2/24,23,3300,20.33
2014/2/24,24,3082,19.00
2014/2/25,1,2940,18.00
2014/2/25,2,2877,17.33
2014/2/25,3,2850,16.67
2014/2/25,4,2864,16.67
2014/2/25,5,2980,16.00
2014/2/25,6,3255,15.33
2014/2/25,7,3624,14.67
2014/2/25,8,3802,14.33
2014/2/25,9,3828,15.33
2014/2/25,10,3836,17.33
2014/2/25,11,3832,18.33
2014/2/25,12,3809,19.33
2014/2/25,13,3772,20.67
2014/2/25,14,3775,21.33
2014/2/25,15,3770,21.33
2014/2/25,16,3760,21.33
2014/2/25,17,3842,21.33
2014/2/25,18,4077,20.67
2014/2/25,19,4251,20.00
2014/2/25,20,4134,18.67
2014/2/25,21,3982,18.00
2014/2/25,22,3703,16.67
2014/2/25,23,3413,14.67
2014/2/25,24,3194,14.00
2014/2/26,1,3048,13.00
2014/2/26,2,2954,11.33
2014/2/26,3,2937,10.00
2014/2/26,4,2956,8.67
2014/2/26,5,3059,7.67
2014/2/26,6,3358,6.67
2014/2/26,7,3752,7.67
2014/2/26,8,3935,8.00
2014/2/26,9,3988,10.00
2014/2/26,10,3976,12.67
2014/2/26,11,3958,16.67
2014/2/26,12,3891,20.67
2014/2/26,13,3838,22.00
2014/2/26,14,3819,23.00
2014/2/26,15,3778,21.67
2014/2/26,16,3758,22.33
2014/2/26,17,3842,21.33
2014/2/26,18,4105,20.00
2014/2/26,19,4265,17.33
2014/2/26,20,4173,15.67
2014/2/26,21,4038,14.00
2014/2/26,22,3770,12.67
2014/2/26,23,3485,11.67
2014/2/26,24,3266,9.00
2014/2/27,1,3108,7.00
2014/2/27,2,3034,6.00
2014/2/27,3,2991,5.33
2014/2/27,4,3009,6.33
2014/2/27,5,3125,5.67
2014/2/27,6,3421,5.33
2014/2/27,7,3817,5.00
2014/2/27,8,3980,5.67
2014/2/27,9,3985,7.67
2014/2/27,10,3952,12.00
2014/2/27,11,3944,16.00
2014/2/27,12,3907,17.67
2014/2/27,13,3842,20.33
2014/2/27,14,3823,21.33
2014/2/27,15,3789,22.67
2014/2/27,16,3796,22.67
2014/2/27,17,3853,22.33
2014/2/27,18,4062,21.33
2014/2/27,19,4211,18.00
2014/2/27,20,4121,15.67
2014/2/27,21,3999,16.67
2014/2/27,22,3748,15.33
2014/2/27,23,3474,15.00
2014/2/27,24,3251,13.67
2014/2/28,1,3106,12.67
2014/2/28,2,3049,11.67
2014/2/28,3,3021,9.67
2014/2/28,4,3029,8.33
2014/2/28,5,3132,6.67
2014/2/28,6,3382,5.67
2014/2/28,7,3761,5.00
2014/2/28,8,3956,4.67
2014/2/28,9,3986,7.00
2014/2/28,10,3967,9.00
2014/2/28,11,3953,12.33
2014/2/28,12,3904,14.00
2014/2/28,13,3817,15.67
2014/2/28,14,3764,16.67
2014/2/28,15,3716,18.33
2014/2/28,16,3706,19.00
2014/2/28,17,3781,19.00
2014/2/28,18,4000,17.67
2014/2/28,19,4170,15.67
2014/2/28,20,4070,14.67
2014/2/28,21,3965,12.00
2014/2/28,22,3781,9.33
2014/2/28,23,3534,7.00
2014/2/28,24,3313,5.00
2014/3/1,1,3164,3.67
2014/3/1,2,3074,2.00
2014/3/1,3,3049,1.00
2014/3/1,4,3047,0.67
2014/3/1,5,3091,1.00
2014/3/1,6,3213,1.33
2014/3/1,7,3375,2.33
2014/3/1,8,3571,3.33
2014/3/1,9,3738,7.33
2014/3/1,10,3806,12.33
2014/3/1,11,3818,17.00
2014/3/1,12,3771,21.00
2014/3/1,13,3682,23.00
2014/3/1,14,3595,25.00
2014/3/1,15,3526,26.33
2014/3/1,16,3546,27.33
2014/3/1,17,3613,28.67
2014/3/1,18,3803,29.00
2014/3/1,19,3907,29.33
2014/3/1,20,3794,29.33
2014/3/1,21,3670,29.00
2014/3/1,22,3454,28.00
2014/3/1,23,3205,28.67
2014/3/1,24,2979,29.00
2014/3/2,1,2824,29.33
2014/3/2,2,2736,28.33
2014/3/2,3,2691,28.33
2014/3/2,4,2670,28.33
2014/3/2,5,2689,27.33
2014/3/2,6,2771,26.67
2014/3/2,7,2938,26.67
2014/3/2,8,3172,26.00
2014/3/2,9,3422,26.00
2014/3/2,10,3552,26.33
2014/3/2,11,3579,26.67
2014/3/2,12,3581,27.00
2014/3/2,13,3540,27.00
2014/3/2,14,3484,27.00
2014/3/2,15,3409,26.67
2014/3/2,16,3419,26.67
2014/3/2,17,3561,26.00
2014/3/2,18,3823,25.33
2014/3/2,19,3962,24.00
2014/3/2,20,3862,22.67
2014/3/2,21,3701,21.33
2014/3/2,22,3457,20.00
2014/3/2,23,3187,18.67
2014/3/2,24,2999,16.33
2014/3/3,1,2883,14.67
2014/3/3,2,2824,13.00
2014/3/3,3,2808,11.67
2014/3/3,4,2851,10.00
2014/3/3,5,2988,9.67
2014/3/3,6,3279,8.00
2014/3/3,7,3705,7.00
2014/3/3,8,3883,6.00
2014/3/3,9,3913,10.00
2014/3/3,10,3898,11.67
2014/3/3,11,3912,13.00
2014/3/3,12,3895,14.33
2014/3/3,13,3847,15.67
2014/3/3,14,3802,17.00
2014/3/3,15,3754,17.33
2014/3/3,16,3766,18.00
2014/3/3,17,3840,17.67
2014/3/3,18,4089,17.00
2014/3/3,19,4299,15.33
2014/3/3,20,4205,12.67
2014/3/3,21,4065,11.33
2014/3/3,22,3808,9.00
2014/3/3,23,3492,7.00
2014/3/3,24,3280,6.00
2014/3/4,1,3149,3.00
2014/3/4,2,3082,2.67
2014/3/4,3,3054,2.00
2014/3/4,4,3085,1.00
2014/3/4,5,3206,-1.00
2014/3/4,6,3518,-1.33
2014/3/4,7,3922,-4.33
2014/3/4,8,4067,-4.33
2014/3/4,9,4061,1.33
2014/3/4,10,3984,8.33
2014/3/4,11,3958,13.33
2014/3/4,12,3861,17.00
2014/3/4,13,3805,19.67
2014/3/4,14,3756,21.67
2014/3/4,15,3704,24.00
2014/3/4,16,3719,25.00
2014/3/4,17,3821,24.67
2014/3/4,18,4057,24.33
2014/3/4,19,4199,23.00
2014/3/4,20,4097,22.00
2014/3/4,21,3934,21.67
2014/3/4,22,3659,20.67
2014/3/4,23,3314,19.67
2014/3/4,24,3122,18.33
2014/3/5,1,2974,18.33
2014/3/5,2,2906,17.67
2014/3/5,3,2866,17.33
2014/3/5,4,2883,17.33
2014/3/5,5,3009,16.67
2014/3/5,6,3307,15.67
2014/3/5,7,3743,15.33
2014/3/5,8,3933,14.33
2014/3/5,9,3958,15.00
2014/3/5,10,3957,15.33
2014/3/5,11,3949,16.00
2014/3/5,12,3925,17.00
2014/3/5,13,3877,17.33
2014/3/5,14,3856,18.00
2014/3/5,15,3804,18.33
2014/3/5,16,3783,18.33
2014/3/5,17,3855,18.67
2014/3/5,18,4084,18.33
2014/3/5,19,4233,16.33
2014/3/5,20,4172,15.33
2014/3/5,21,4038,13.67
2014/3/5,22,3791,12.00
2014/3/5,23,3458,11.33
2014/3/5,24,3243,10.00
2014/3/6,1,3120,7.67
2014/3/6,2,3074,7.00
2014/3/6,3,3076,5.00
2014/3/6,4,3099,3.67
2014/3/6,5,3218,1.33
2014/3/6,6,3538,-1.33
2014/3/6,7,3958,-2.00
2014/3/6,8,4098,-2.33
2014/3/6,9,4057,3.00
2014/3/6,10,3993,8.67
2014/3/6,11,3926,13.67
2014/3/6,12,3858,17.67
2014/3/6,13,3766,20.33
2014/3/6,14,3704,22.67
2014/3/6,15,3652,25.33
2014/3/6,16,3631,27.00
2014/3/6,17,3708,27.00
2014/3/6,18,3926,25.00
2014/3/6,19,4149,22.00
2014/3/6,20,4100,19.33
2014/3/6,21,3979,16.67
2014/3/6,22,3741,14.67
2014/3/6,23,3434,13.33
2014/3/6,24,3215,11.67
2014/3/7,1,3086,12.67
2014/3/7,2,3036,11.67
2014/3/7,3,3017,8.33
2014/3/7,4,3031,8.33
2014/3/7,5,3134,7.67
2014/3/7,6,3452,5.67
2014/3/7,7,3872,5.00
2014/3/7,8,4025,6.33
2014/3/7,9,3999,10.33
2014/3/7,10,3927,15.33
2014/3/7,11,3876,23.67
2014/3/7,12,3810,28.00
2014/3/7,13,3704,30.33
2014/3/7,14,3643,32.00
2014/3/7,15,3559,33.67
2014/3/7,16,3537,34.33
2014/3/7,17,3613,33.67
2014/3/7,18,3805,33.67
2014/3/7,19,3989,31.67
2014/3/7,20,3929,28.33
2014/3/7,21,3814,27.00
2014/3/7,22,3588,26.00
2014/3/7,23,3308,25.33
2014/3/7,24,3054,26.33
2014/3/8,1,2911,26.33
2014/3/8,2,2802,26.00
2014/3/8,3,2770,24.00
2014/3/8,4,2786,23.33
2014/3/8,5,2825,22.67
2014/3/8,6,2962,22.67
2014/3/8,7,3114,22.33
2014/3/8,8,3311,20.67
2014/3/8,9,3487,21.00
2014/3/8,10,3578,24.33
2014/3/8,11,3555,28.33
2014/3/8,12,3468,31.67
2014/3/8,13,3358,35.67
2014/3/8,14,3310,38.00
2014/3/8,15,3256,40.00
2014/3/8,16,3259,40.67
2014/3/8,17,3351,41.33
2014/3/8,18,3563,40.00
2014/3/8,19,3722,37.33
2014/3/8,20,3643,35.33
2014/3/8,21,3525,33.00
2014/3/8,22,3321,31.00
2014/3/8,23,3056,29.33
2014/3/8,24,2856,28.67
2014/3/9,1,2730,26.00
2014/3/9,2,2705.5,27.67
2014/3/9,3,2681,26.00
2014/3/9,4,2662,24.67
2014/3/9,5,2690,23.67
2014/3/9,6,2756,22.33
2014/3/9,7,2891,21.67
2014/3/9,8,3058,20.00
2014/3/9,9,3245,19.67
2014/3/9,10,3377,22.00
2014/3/9,11,3445,24.33
2014/3/9,12,3481,27.00
2014/3/9,13,3443,28.00
2014/3/9,14,3382,29.67
2014/3/9,15,3316,31.33
2014/3/9,16,3302,32.33
2014/3/9,17,3354,32.00
2014/3/9,18,3505,31.67
2014/3/9,19,3714,31.67
2014/3/9,20,3854,29.33
2014/3/9,21,3753,27.33
2014/3/9,22,3500,25.67
2014/3/9,23,3205,24.33
2014/3/9,24,2950,25.33
2014/3/10,1,2820,25.00
2014/3/10,2,2766,25.00
2014/3/10,3,2738,25.33
2014/3/10,4,2741,25.67
2014/3/10,5,2851,26.00
2014/3/10,6,3121,25.33
2014/3/10,7,3602,25.67
2014/3/10,8,3827,25.00
2014/3/10,9,3842,25.00
2014/3/10,10,3858,26.00
2014/3/10,11,3859,28.33
2014/3/10,12,3805,29.67
2014/3/10,13,3730,31.00
2014/3/10,14,3697,32.67
2014/3/10,15,3623,33.67
2014/3/10,16,3595,34.00
2014/3/10,17,3629,35.00
2014/3/10,18,3755,36.00
2014/3/10,19,3905,36.00
2014/3/10,20,3988,35.00
2014/3/10,21,3864,35.00
2014/3/10,22,3575,34.00
2014/3/10,23,3244,33.33
2014/3/10,24,2973,33.00
2014/3/11,1,2796,33.33
2014/3/11,2,2721,33.00
2014/3/11,3,2676,34.33
2014/3/11,4,2683,34.00
2014/3/11,5,2776,34.00
2014/3/11,6,3032,34.67
2014/3/11,7,3488,33.33
2014/3/11,8,3703,33.00
2014/3/11,9,3694,33.00
2014/3/11,10,3699,34.00
2014/3/11,11,3688,35.00
2014/3/11,12,3641,37.67
2014/3/11,13,3575,42.33
2014/3/11,14,3552,45.00
2014/3/11,15,3497,45.00
2014/3/11,16,3474,44.67
2014/3/11,17,3495,45.33
2014/3/11,18,3555,46.00
2014/3/11,19,3686,45.33
2014/3/11,20,3830,43.00
2014/3/11,21,3714,40.67
2014/3/11,22,3464,37.33
2014/3/11,23,3135,33.33
2014/3/11,24,2882,31.00
2014/3/12,1,2740,30.67
2014/3/12,2,2677,32.00
2014/3/12,3,2640,31.00
2014/3/12,4,2648,31.00
2014/3/12,5,2746,31.67
2014/3/12,6,3007,31.67
2014/3/12,7,3489,32.33
2014/3/12,8,3718,32.33
2014/3/12,9,3757,32.67
2014/3/12,10,3768,32.33
2014/3/12,11,3803,32.33
2014/3/12,12,3829,33.00
2014/3/12,13,3797,33.00
2014/3/12,14,3787,32.67
2014/3/12,15,3757,32.00
2014/3/12,16,3761,31.67
2014/3/12,17,3853,31.33
2014/3/12,18,3964,30.67
2014/3/12,19,4027,30.00
2014/3/12,20,3985,30.33
2014/3/12,21,3833,29.33
2014/3/12,22,3553,29.00
2014/3/12,23,3217,28.67
2014/3/12,24,2998,27.33
2014/3/13,1,2847,24.67
2014/3/13,2,2771,23.00
2014/3/13,3,2752,21.33
2014/3/13,4,2770,19.00
2014/3/13,5,2873,17.67
2014/3/13,6,3121,16.00
2014/3/13,7,3472,15.33
2014/3/13,8,3724,15.00
2014/3/13,9,3885,14.00
2014/3/13,10,3982,13.67
2014/3/13,11,4044,13.33
2014/3/13,12,4074,13.33
2014/3/13,13,4042,13.67
2014/3/13,14,3982,13.67
2014/3/13,15,3908,15.33
2014/3/13,16,3864,15.67
2014/3/13,17,3903,17.00
2014/3/13,18,3976,16.67
2014/3/13,19,4081,16.33
2014/3/13,20,4179,15.00
2014/3/13,21,4075,14.33
2014/3/13,22,3803,14.00
2014/3/13,23,3476,11.67
2014/3/13,24,3220,10.33
2014/3/14,1,3102,9.00
2014/3/14,2,3003,8.00
2014/3/14,3,2980,6.67
2014/3/14,4,2973,6.00
2014/3/14,5,3058,5.33
2014/3/14,6,3328,4.00
2014/3/14,7,3779,4.67
2014/3/14,8,3961,4.00
2014/3/14,9,3962,4.33
2014/3/14,10,3956,11.67
2014/3/14,11,3937,18.33
2014/3/14,12,3860,21.67
2014/3/14,13,3779,23.33
2014/3/14,14,3732,26.00
2014/3/14,15,3667,32.00
2014/3/14,16,3625,29.33
2014/3/14,17,3638,30.67
2014/3/14,18,3693,31.67
2014/3/14,19,3770,32.33
2014/3/14,20,3879,32.33
2014/3/14,21,3787,32.67
2014/3/14,22,3588,33.00
2014/3/14,23,3302,33.67
2014/3/14,24,3029,34.67
2014/3/15,1,2845,34.33
2014/3/15,2,2750,35.67
2014/3/15,3,2696,36.00
2014/3/15,4,2663,35.33
2014/3/15,5,2699,35.33
2014/3/15,6,2784,36.00
2014/3/15,7,2975,36.67
2014/3/15,8,3196,37.33
2014/3/15,9,3409,37.67
2014/3/15,10,3520,38.67
2014/3/15,11,3532,40.00
2014/3/15,12,3502,40.67
2014/3/15,13,3417,44.67
2014/3/15,14,3315,44.33
2014/3/15,15,3265,45.67
2014/3/15,16,3260,44.00
2014/3/15,17,3296,44.67
2014/3/15,18,3353,44.33
2014/3/15,19,3453,43.00
2014/3/15,20,3554,41.00
2014/3/15,21,3484,39.33
2014/3/15,22,3297,37.33
2014/3/15,23,3059,37.00
2014/3/15,24,2838,35.00
2014/3/16,1,2705,34.00
2014/3/16,2,2629,32.00
2014/3/16,3,2598,30.33
2014/3/16,4,2594,28.33
2014/3/16,5,2619,26.67
2014/3/16,6,2698,25.00
2014/3/16,7,2873,23.00
2014/3/16,8,3082,20.67
2014/3/16,9,3330,19.67
2014/3/16,10,3498,19.33
2014/3/16,11,3538,19.67
2014/3/16,12,3538,20.67
2014/3/16,13,3514,21.00
2014/3/16,14,3442,22.33
2014/3/16,15,3381,23.00
2014/3/16,16,3368,23.67
2014/3/16,17,3430,22.67
2014/3/16,18,3551,23.00
2014/3/16,19,3699,22.00
2014/3/16,20,3893,19.67
2014/3/16,21,3816,17.67
2014/3/16,22,3562,16.33
2014/3/16,23,3271,14.33
2014/3/16,24,3052,12.33
2014/3/17,1,2938,10.67
2014/3/17,2,2890,9.67
2014/3/17,3,2886,8.00
2014/3/17,4,2911,6.67
2014/3/17,5,3010,6.00
2014/3/17,6,3305,5.67
2014/3/17,7,3792,5.00
2014/3/17,8,3993,4.67
2014/3/17,9,4018,4.67
2014/3/17,10,4004,7.33
2014/3/17,11,3962,11.67
2014/3/17,12,3890,14.67
2014/3/17,13,3810,16.67
2014/3/17,14,3754,18.67
2014/3/17,15,3669,21.00
2014/3/17,16,3620,23.00
2014/3/17,17,3646,25.00
2014/3/17,18,3737,24.33
2014/3/17,19,3846,24.67
2014/3/17,20,4011,22.00
2014/3/17,21,3951,20.67
2014/3/17,22,3676,20.00
2014/3/17,23,3352,16.33
2014/3/17,24,3139,15.67
2014/3/18,1,3018,14.33
2014/3/18,2,2972,12.00
2014/3/18,3,2955,10.67
2014/3/18,4,2965,9.33
2014/3/18,5,3069,8.00
2014/3/18,6,3363,6.67
2014/3/18,7,3859,6.00
2014/3/18,8,4007,5.00
2014/3/18,9,3966,9.00
2014/3/18,10,3895,14.33
2014/3/18,11,3846,18.67
2014/3/18,12,3782,22.33
2014/3/18,13,3709,24.33
2014/3/18,14,3642,27.00
2014/3/18,15,3560,29.00
2014/3/18,16,3513,31.00
2014/3/18,17,3525,32.33
2014/3/18,18,3620,34.00
2014/3/18,19,3749,33.33
2014/3/18,20,3943,30.33
2014/3/18,21,3874,27.00
2014/3/18,22,3593,26.33
2014/3/18,23,3268,24.67
2014/3/18,24,3004,23.67
2014/3/19,1,2863,22.00
2014/3/19,2,2826,20.67
2014/3/19,3,2809,19.33
2014/3/19,4,2826,17.67
2014/3/19,5,2929,17.33
2014/3/19,6,3214,16.33
2014/3/19,7,3686,14.67
2014/3/19,8,3866,15.00
2014/3/19,9,3815,20.67
2014/3/19,10,3748,26.67
2014/3/19,11,3735,31.00
2014/3/19,12,3724,33.67
2014/3/19,13,3693,35.33
2014/3/19,14,3663,36.00
2014/3/19,15,3623,36.67
2014/3/19,16,3627,37.33
2014/3/19,17,3696,37.33
2014/3/19,18,3784,37.33
2014/3/19,19,3894,36.67
2014/3/19,20,3949,36.00
2014/3/19,21,3830,35.67
2014/3/19,22,3556,35.00
2014/3/19,23,3213,34.00
2014/3/19,24,2956,33.33
2014/3/20,1,2785,32.67
2014/3/20,2,2719,32.67
2014/3/20,3,2689,33.33
2014/3/20,4,2693,33.00
2014/3/20,5,2773,33.00
2014/3/20,6,3026,33.67
2014/3/20,7,3490,34.67
2014/3/20,8,3710,34.67
2014/3/20,9,3782,35.00
2014/3/20,10,3803,35.67
2014/3/20,11,3807,34.67
2014/3/20,12,3784,35.33
2014/3/20,13,3716,36.33
2014/3/20,14,3668,40.67
2014/3/20,15,3612,43.00
2014/3/20,16,3568,43.00
2014/3/20,17,3587,42.00
2014/3/20,18,3636,42.67
2014/3/20,19,3717,41.33
2014/3/20,20,3852,40.33
2014/3/20,21,3767,39.33
2014/3/20,22,3503,38.33
2014/3/20,23,3160,37.67
2014/3/20,24,2903,37.00
2014/3/21,1,2747,36.00
2014/3/21,2,2688,35.33
2014/3/21,3,2645,34.67
2014/3/21,4,2644,33.67
2014/3/21,5,2736,33.67
2014/3/21,6,3001,33.00
2014/3/21,7,3459,32.67
2014/3/21,8,3653,32.67
2014/3/21,9,3688,33.33
2014/3/21,10,3696,34.67
2014/3/21,11,3711,34.67
2014/3/21,12,3671,35.67
2014/3/21,13,3587,36.67
2014/3/21,14,3545,36.67
2014/3/21,15,3483,36.67
2014/3/21,16,3459,37.67
2014/3/21,17,3457,38.00
2014/3/21,18,3489,37.67
2014/3/21,19,3548,37.00
2014/3/21,20,3696,35.67
2014/3/21,21,3654,34.33
2014/3/21,22,3457,31.67
2014/3/21,23,3202,29.00
2014/3/21,24,2950,26.33
2014/3/22,1,2774,25.00
2014/3/22,2,2705,23.00
2014/3/22,3,2665,23.67
2014/3/22,4,2656,23.00
2014/3/22,5,2685,21.33
2014/3/22,6,2802,19.67
2014/3/22,7,2988,22.00
2014/3/22,8,3230,23.33
2014/3/22,9,3467,25.00
2014/3/22,10,3603,28.00
2014/3/22,11,3651,31.67
2014/3/22,12,3634,33.00
2014/3/22,13,3581,35.00
2014/3/22,14,3527,36.33
2014/3/22,15,3439,35.33
2014/3/22,16,3389,37.33
2014/3/22,17,3386,39.00
2014/3/22,18,3419,39.00
2014/3/22,19,3464,39.00
2014/3/22,20,3591,38.00
2014/3/22,21,3525,37.00
2014/3/22,22,3339,34.67
